focal;neighbor;assoc;CWM_Angle_aer;CWM_Angle_rac;CWM_Diam_sem;CWM_SRL_sem;CWM_RTD_sem;CWM_RBI_sem;CWM_RLD_sem;CWM_Diam_adv;CWM_SRL_adv;CWM_RTD_adv;CWM_RBI_adv;CWM_RLD_adv;CWM_Till_nb;CWM_Ear_bio;CWM_SLA;CWM_Leaf_N;CWM_Height;CWM_Heading;CWM_Maturity;FD_Angle_aer;FD_Angle_rac;FD_Diam_sem;FD_SRL_sem;FD_RTD_sem;FD_RBI_sem;FD_RLD_sem;FD_Diam_adv;FD_SRL_adv;FD_RTD_adv;FD_RBI_adv;FD_RLD_adv;FD_Till_nb;FD_Ear_bio;FD_SLA;FD_Leaf_N;FD_Height;FD_Heading;FD_Maturity
EL4X_335;EL4X_335;M;18;100.666666666667;0.279498378003311;114.039253830307;0.12424078953809;1.41392353090327;0.169277843022969;0.737289497132794;30.9948748824834;0.0542249444316017;1.57131188888177;0.0741190884032604;2.25;0.34875;23.7791056844297;3.92611425661541;100.5;1539.1;2219.8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
EL4X_244;EL4X_38;P;16.686558479783;107.493369395628;0.298408569276835;75.4149589824718;0.159168096932432;1.38278942482329;0.198296184125075;0.572026583401539;35.9793353776133;0.0715735652940147;1.25270681288646;0.206815865345736;3.50834460280039;1.01011422726461;20.1350588204911;3.57212059940518;90.0172752178878;1612.13918610373;2297.04295058723;0.9423740322218;0.314124677407189;0.00138359329412707;0.784785852947322;0.000370430883379314;0.0825177435107829;0.0334174393337666;0.0210174383201481;1.56494604056931;0.000349725428981934;0.0240863775634127;0.00546615925709661;0.0981639616897717;0.051339751963751;0.651581238448234;0.0578267009834895;5.30085393124763;27.7529152489321;9.1410281125514
EL4X_239;EL4X_239;M;13.6666666666667;119;0.286856386406734;85.9518900725442;0.155429337280878;1.25598322422624;0.0935888502630919;0.525511600924066;48.1932189707367;0.0619869706213219;1.26470301744968;0.133657833133415;4.08333333333333;0.839166666666667;26.9417320804781;4.18038254213673;90.2666666666667;1551.3;2301.3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
EL4X_341;EL4X_41;P;15.1739726890599;111.600465684629;0.266800257380434;101.596740354979;0.145649655050092;1.31747987372421;0.245849689871241;0.483801249840786;46.7270939836531;0.0690942454442693;1.25837899491436;0.169436017837568;3.47510288862843;1.00382736765243;23.7472281465951;3.90442523959887;99.6032446073714;1519.72438739426;2282.12891449391;0.0831731994436913;8.73318594158838;0.0136762193677425;9.53776475092436;0.00283839895556796;0.100574207826938;0.0512763758078823;0.0138749335997947;2.34313307767013;0.000975236774927327;0.0810880566506587;0.00898764159140749;0.143473769040382;0.0285284074091888;2.43511595045643;0.0502729537840241;2.50351330325535;3.69289005530025;10.0057358930771
EL4X_488;EL4X_488;M;15.8333333333333;152.333333333333;0.288252789987944;97.8365025924232;0.133882027228621;1.31783082231169;0.175911203553296;0.520481281743358;48.8609086215178;0.0644100110001215;1.31662554428116;0.0489241729180244;2.5;0.408333333333333;21.5423496246158;4.31511352278815;85.5666666666667;1539.1;2301.3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
GQ4X_119;GQ4X_119;M;15.3333333333333;111;0.317627854624985;80.7805293957613;0.129178156497741;1.47553825649356;0.073148237854478;0.604319766817059;39.9698730008558;0.064437656030651;1.60745490290841;0.0818881596438896;2.25;0.29625;21.1679505001238;4.13233994608665;92.7;1619.5;2301.3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
EL4X_410;EL4X_410;M;13.5;119.666666666667;0.303112072461805;83.2245526556777;0.13523213003099;1.19892799449666;0.100263934990864;0.530740304463994;48.11074591577;0.064728553655444;1.18736971395864;0.0609967812921367;3.2;0.407333333333333;23.3811627159752;3.6620837088557;101.1;1551.3;2301.3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
GQ4X_112;GQ4X_112;M;17.5;122.666666666667;0.252320354928228;123.493413825758;0.135195926196566;1.16814746456517;0.151784642458943;0.594626605059932;45.0241377100403;0.0482205223287137;1.10834677110886;0.0774143585171994;2.55;0.4185;20.5800069569587;3.98123911348042;108.066666666667;1601.2;2282.3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
EL4X_118;EL4X_118;M;13.1666666666667;125.666666666667;0.244830519825162;123.55821861228;0.144100282969686;1.28775378807432;0.144899848642007;0.593031289883769;44.3627581112525;0.0551466058351115;1.06025481453425;0.0770618472947783;2.125;0.30625;22.0356650702199;3.75309034026471;90.4666666666667;1566.3;2282.3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
EL4X_240;EL4X_329;P;18.650706935845;90.6538667841314;0.282973502084913;82.7277412232566;0.157173706709739;1.31106645062888;0.166354808016813;0.519330831136028;47.4993985264975;0.0650614874765127;1.31615418966719;0.1761375213542;3.9706244659246;1.18150941338567;18.0305688335696;3.61179396031595;101.09910026347;1534.71756112469;2272.97273464531;1.82878527864338;11.5545978968833;0.00349328687760096;0.359317703296883;0.00360002644094341;0.044172694490004;0.0365535204347891;0.0220461760335409;0.0966076256007754;0.00378764794134378;0.00586083608575904;0.0462318904576563;0.540322923235548;0.32596019426729;0.630203560362065;0.290073465239736;2.3275449000915;25.7110584856546;25.2621748263511
EL4X_401;GQ4X_76;P;13.2576463323931;100.825764633239;0.242834028083418;129.674777085234;0.147578986783803;1.26132029519507;0.206984915609694;0.508213324996459;49.5917794152781;0.0638516716286546;1.19308660903524;0.2007687405047;3.59261663579337;0.88219680583505;21.0102443148683;3.92722425184948;100.538460632341;1510.70065211131;2262.30138560182;0.831614776699925;0.0831614776699106;0.00939785211090953;20.5707268555674;0.0135028120441666;0.0308030773492784;0.0332879494059454;0.0318016647254562;7.19903622165745;0.00217564080092734;0.0772859756185104;0.0121885589572627;0.035343628009748;0.0427034187835417;0.991119201587572;0.388356340171584;2.07072079398283;7.68412053670737;10.4533977431182
GQ4X_75;GQ4X_75;M;15.8333333333333;96;0.232755667261121;146.303549709796;0.137854976564654;1.11459530093861;0.232806946739947;0.45834168262148;59.357745419743;0.0620978626116261;1.1552548673731;0.181896950389744;3;0.6405;16.9141104474522;3.44655362572782;101.9;1551.3;2321.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
EL4X_182;EL4X_182;M;13.1666666666667;136;0.277971876804627;97.0760416763698;0.147083574343648;1.31814414050433;0.147484510007879;0.586430661606367;36.5748445340502;0.072535976000375;1.44631904265607;0.0457031527384125;2.83333333333333;0.432916666666667;18.31775026858;3.50582030297452;90.5666666666667;1526.8;2321.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
EL4X_188;EL4X_372;P;20.7459638103327;116.346624792644;0.240935920316361;124.315026624087;0.157851799071558;1.22197530292229;0.285527393378855;0.497557944877199;43.7527274696305;0.0684929643820021;1.24185457618274;0.183329480281811;3.46134828761529;0.810099621718158;19.4211535316264;3.39447489663538;96.0560334992178;1511.26670257321;2272.90319607976;0.0415689217044699;1.57961902477065;0.0121507062414434;18.5553163173676;0.00772482227222734;0.0820960307103662;0.0987100371813426;0.00374445522100069;0.884161008800223;0.000426280734318595;0.0616964450146654;0.01631013172892;0.097686966005544;0.058529041759917;0.556297373842678;0.170785606784408;1.26369521981639;14.5906915182747;25.2655906119868
EL4X_459;EL4X_459;M;11.5;131;0.259957852810478;104.880828777044;0.153339798289092;1.24389273769475;0.290769950183353;0.537168037283614;45.1040062678062;0.0719406294896772;1.15924961609528;0.0940219367089195;2.25;0.355416666666667;21.8279489567603;3.93710730320656;93.5666666666667;1639.1;2321.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
EL4X_460;EL4X_461;P;14.6242606991389;101.00172261224;0.264734376992742;98.0617505425995;0.174535368001906;1.27723408980451;0.147479364523485;0.533108305201833;41.6565437727586;0.068363905383061;1.14556429942051;0.1316413491275;3.78547229596398;0.876492967310853;21.3439463396754;3.92176595021544;94.55877691385;1527.87417731895;2279.3814297367;0.660876396160217;6.19571621400226;0.000178719321492802;6.32548202112365;0.0142709741734366;0.0192181818591641;0.00965191576826132;0.00273319094804982;1.5281848605818;0.0026021585072154;0.0251977324964854;0.0273666224994759;0.299459617010105;0.225111022442079;2.70731410116838;0.267781591818023;0.396525837696139;17.4223539937741;9.9379288072596
