focal;neighbor;assoc;RAW_GY;RAW_GNb;RAW_SY;RAW_SNb;RAW_BY;RAW_PY;RAW_TKW;RAW_SeY;RAW_GPC;RAW_TW;RAW_RLVA;RAW_YI;RAW_GPD;RYT_GY;RYT_GNb;RYT_SY;RYT_SNb;RYT_BY;RYT_PY;RYT_TKW;RYT_SeY;RYT_GPC;RYT_TW;RYT_RLVA;RYT_YI;RYT_GPD
EL4X_233;EL4X_243;P;737.751014176155;19526.5178306662;1149.60632522998;433.901754182473;736.654970552305;111.650220801997;37.8314250670914;72.7521107023476;15.1338620559779;81.1621765127118;21.4862363496227;37.891702169317;-0.931578620472762;1.06665296489899;1.02785712333405;1.11261592654897;1.07480653444585;1.12211420155468;1.09386518598145;1.02552806410766;0.99152291166037;1.02787233729216;1.00251396744074;1.32704297202627;0.996725184842825;0.743650745900255
EL4X_130;GQ4X_5;P;742.951646919775;20139.5904657075;1250.91918212657;470.985652957601;904.004713253142;116.34207758703;36.9125282098025;72.214498151154;15.659441374062;78.1987364842753;25.5391746341068;37.590665580088;-0.390677296641904;1.12451075919174;1.16421699015435;1.16605457189682;1.19165771070101;1.2696669152818;1.10137648424685;0.965617932919298;0.991886478648929;0.979406391444918;1.00384288559264;1.14839978601167;1.00146636690484;-0.179859469658425
EL4X_372;EL4X_372;M;601.702898775307;17149.5739501321;990.600186577922;349.6090772931;618.54950869846;90.0934888574645;35.0855887455252;72.7195833559663;14.9730853949414;81.5490238730866;14.322179162107;38.0640572463551;-1.4931776638561;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
EL4X_402;EL4X_69;P;666.341865697585;18443.6326397685;1016.96344099167;418.100535427732;755.846381359841;106.662590357809;36.1341924577144;72.4996102963584;16.0071872785819;79.5670156732704;11.6685268550832;38.1625255954362;-0.268637679416525;0.942378816999287;1.09114436500669;0.974730218151132;1.10411961905303;1.10652284156648;1.0027167978413;0.864453503222616;0.977390407877745;1.06268997861841;0.968788882053028;1.84534638716811;0.989785483793368;0.663362031699215
GQ4X_138;GQ4X_138;M;555.174274928251;14153.9898859312;858.479072343551;302.24912009385;632.949943509799;88.4738138446544;39.2238711064844;74.2650526963876;15.9362236040365;80.6402148914586;6.01870502786315;38.4275511418653;-0.667121205601493;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
EL4X_99;EL4X_99;M;659.50935377412;15561.9193592944;977.844211127538;329.082724052522;676.650765533328;106.532709233526;42.3796922826378;74.7638673548033;16.1533280193647;80.197312472513;5.90019185665667;37.9638105383921;-0.14262675593042;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
EL4X_265;GQ4X_10;P;581.526148146731;16958.6709839923;933.632607929483;365.44449196016;702.901528946571;96.5733071416704;34.3068653581478;72.7992243465977;16.6068727002974;77.4408446866024;12.1103384146847;38.3693149178889;0.0811652807225637;0.933859399738774;0.952949039530875;0.929758585303475;0.870373983950338;0.931767222184762;0.918963686289146;0.964793830692225;1.0083680188609;0.992412272640091;1.00027516516563;1.30282334059814;1.00723249668859;-0.490007699278516
EL4X_27;EL4X_372;P;761.365973854082;22504.4615666237;1169.94615121829;409.39897363793;750.970981004341;114.595048899289;33.9090918702497;72.2193006313638;15.0512437953067;80.2096630015016;12.1444129642833;38.641992160669;-0.94462293394702;1.17481396853835;1.17454027673078;1.11661120105663;1.11246727062064;1.12405105027749;1.18374543117211;1.00684008100727;1.00255750785698;1.01129425250548;0.989859754678418;0.778620771084025;1.00220148849645;0.26698093493763
EL4X_201;GQ4X_140;P;774.606352322121;18143.4520212499;1167.90229750837;414.249369953735;868.84924146753;125.181375873429;43.3980462436289;73.0053719979183;16.1606441127366;79.1167938387231;11.4792916808293;38.4572349929066;0.203785935899043;1.36018924120896;1.20223241516679;1.25082898710784;1.07872936220224;1.16799105208726;1.30631918865604;1.13944092426972;1.01058782346052;0.980684230392619;1.01903494241261;0.775259262592513;1.01556210058174;0.385440052706512
EL4X_303;EL4X_303;M;643.174896748621;13716.8786081247;1004.98315149356;392.102507595897;763.709807277323;106.514777443827;46.8893044200057;74.3038299705984;16.5607796545357;81.2698383224779;-9.04674070186237;37.9913184540574;0.216700611146071;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
EL4X_305;EL4X_305;M;628.654623650224;17889.0930354655;1036.82117187;451.450189030585;663.134172339203;99.862886448359;35.1417828955276;72.6293994145662;15.8851748943664;80.1086150368435;17.7784713608879;37.984276016497;-0.501683502772295;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
EL4X_188;GQ4X_4;P;740.576427163126;17459.6803921912;1137.63735255838;419.754221888733;774.35940563548;122.879045225547;42.418108030482;73.5013210303076;16.5923516761465;80.6933097804355;-2.96611603781146;37.7442400828628;0.53523517795598;0.880821822591623;0.925478411844645;0.893684825014174;0.956163680224844;0.940301884537414;0.917127996590323;0.954083840337609;0.996496811443777;1.04200519586111;0.996489988838177;0.879810627325991;0.9986685066936;0.244485919501915
EL4X_101;EL4X_401;P;649.800136665487;18226.8755967935;1072.21475316031;432.809741170831;774.099297778493;113.882560536748;35.6515463289886;72.2867554058995;17.5257827924056;78.4494428002798;-5.40791601604646;38.0498758473279;1.20122290545022;0.983871443950528;1.04685529582086;1.02364245163403;1.09505603549005;1.09890244174499;1.01127950739015;0.920119368698598;0.998299553965056;1.04010980340889;0.989040401453434;1.33263047711848;1.00748686256621;0.467198172044964
EL4X_261;EL4X_402;P;718.510878844618;17582.0295797084;1095.69092911546;414.600375553522;816.152134091755;115.610862093896;40.9042702461377;73.7433348889502;16.0903426096765;79.8446842678811;6.56453200254414;37.8839530592892;-0.0317829892925003;0.955590782729887;0.998934099928488;0.996651151324333;0.998388312890563;1.00914500322349;1.0001879067417;0.957401479849891;0.994166901816949;1.04646061992609;0.985867989059101;1.0746595303787;0.987287632601638;0.564449134480936
EL4X_27;EL4X_346;P;692.923626210155;19289.0616660785;1084.02437220097;389.120572986772;758.884655844418;112.704215459246;36.3953349825718;73.1962606502423;16.2650270817962;80.4386808519574;2.72763251267804;37.6374083420034;0.0675168034552093;1.08678190394162;1.08918301585586;1.02385776647067;1.04554891949732;0.979236136239148;1.08001553771689;1.02178979470261;1.01297728382326;1.01464166059223;1.00303572590769;0.505679449580386;0.99444545761664;0.131953789796682
GQ4X_4;GQ4X_4;M;816.422934116079;17851.1289302389;1254.47050737042;419.767430720054;801.922115401415;132.033386831337;45.735086968819;73.8642781838962;16.1721800446831;80.6751619124003;-1.66914905713017;37.6115553477822;0.338521089583142;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
EL4X_377;EL4X_377;M;557.221936152454;12496.4141497635;854.507335348121;358.192790770245;850.21150552188;101.013708566145;44.5905464939316;74.3123264746267;18.1280925987286;81.7086313968332;-0.435911468797823;37.3948234431451;1.53078056982929;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
EL4X_146;GQ4X_10;P;766.239459226657;21580.0040666097;1186.65377622639;442.954266269469;820.594999609417;130.013744059905;35.5122098242579;71.9610074172793;16.9677693434275;76.5519693777503;9.72885080273277;38.4889800337073;0.986260784528501;1.24388318757375;1.14490890631703;1.166404271166;1.1121684380014;1.09122113837548;1.24123295404723;1.08216843167414;1.00570320695462;1.01662986134023;0.995180446689171;0.567988544490835;0.997455984297992;0.415096046113476
EL4X_370;EL4X_407;P;721.573264676631;17366.9821141417;1065.18763342376;372.955265779104;675.32587139311;112.11994950021;41.7951940530632;74.1559090379234;15.538262708563;81.1781281882423;4.99489384000127;37.8844508061131;-0.574840547235402;1.02431269144481;0.936399708388283;1.02901729296001;1.04398555609154;1.00810846446722;1.01649322270999;1.09091508865801;1.01519517260451;0.998742618937488;1.0134859647208;0.35579841346143;0.998179371757882;-0.286701271148598
EL4X_341;EL4X_341;M;738.223910879946;18121.6120042477;1122.75735769454;437.944888806895;802.76514615429;121.901835711473;40.7372098413159;74.0802342112055;16.5128538800875;80.7305145563846;-4.52608741222906;38.0764413165968;0.448806442954152;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
EL4X_117;EL4X_117;M;684.807881486375;16429.0473092181;1003.50198837297;411.139541835457;693.103331626234;114.929190610435;41.682750593952;72.7962593638232;16.7826909878697;76.5001912950989;11.5959014426343;38.212423080325;0.56127025604602;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
EL4X_176;EL4X_176;M;742.819837390519;17378.4069657453;1093.8893883066;428.824815661193;787.681548652082;114.278920726531;42.7438394586279;73.5378727276711;15.3844734583268;82.5364219832696;2.31054058550243;38.1979368570868;-0.666033547117133;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
EL4X_315;EL4X_315;M;741.538562864157;17471.8695185845;1084.67906116094;361.025185857343;687.036000769484;122.542918897712;42.4418555825064;73.9879706104753;16.5254951036391;81.6537536835748;-1.24971531915117;37.6863300490398;0.471213231438771;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
EL4X_353;EL4X_353;M;610.893859893405;15105.1718752664;974.678413488356;456.069482912385;773.251286901991;99.8983029826491;40.4426950542482;72.3524399163871;16.3528084895272;78.751613579279;13.1425366924137;39.1669117291002;-0.0863763335993411;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
EL4X_192;EL4X_192;M;640.18603334451;15348.1169141954;1087.94490563816;415.276662200477;811.882283117672;101.846219544076;41.7110474805156;74.4265982939585;15.9088474661034;79.8208942120149;8.24991930211519;38.66078101984;-0.444037310071395;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
EL4X_428;EL4X_428;M;736.066058052639;18860.1486935132;1130.1415436786;415.564331464447;701.006417249398;110.860915503599;39.0275850956469;74.3765674154021;15.0612725978558;82.0981515147109;7.8327595154313;39.1532887704035;-1.00913226443149;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
EL4X_298;EL4X_298;M;594.124899578894;15318.1712648434;1031.53136677795;339.316921881167;597.021780816825;94.5334671986911;38.7856284739723;73.0467986638221;15.9113794533262;77.9625036512842;10.4058942823285;39.1641005623751;-0.577209763260248;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
EL4X_350;EL4X_350;M;618.765602419881;19213.6172461238;1125.58580934804;445.383262718292;732.545241066587;96.114157274812;32.204534653396;73.3748242999395;15.5332094898176;79.4588387186801;33.8478647675894;37.8221401785148;-0.882783754481207;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
